"AmyBrownLyman_1" "AmyBrownLyman_2" "AmyBrownLyman_3" "AmyBrownLyman_4" "JamesHAnderson_1" "JamesHAnderson_2" "JamesHAnderson_3" "JamesHAnderson_4" "AnnieWellsCannon_1" "AnnieWellsCannon_2" "AnnieWellsCannon_3" "AnnieWellsCannon_4" "JanetteAHyde_1" "JanetteAHyde_2" "JanetteAHyde_3" "JanetteAHyde_4" "LaleneHHart_1" "LaleneHHart_2" "LaleneHHart_3" "ElsieCCarroll_1" "ElsieCCarroll_2" "ElsieCCarroll_3" "ElsieCCarroll_4" "LucyRoseMiddleton_1" "LucyRoseMiddleton_2" "SusaYoungGates_1" "SusaYoungGates_2" "SusaYoungGates_3" "SusaYoungGates_4" "RuthMoenchBell_1" "RuthMoenchBell_2" "RuthMoenchBell_3" "RuthMoenchBell_4" "AliceLouiseReynolds_1" "AliceLouiseReynolds_2" "AliceLouiseReynolds_3" "AliceLReynolds_1" "AliceLReynolds_2" "AliceLReynolds_3" "AnnieDPalmer_1" "AnnieDPalmer_2"
"miss" 0.0756286632633768 0.116281829184366 0.156937343954345 0.0971909446485718 0.0275349349487162 0.0207067918277195 0.0770523956290277 0.168291143678564 0.0399872040946897 0.14404609475032 0.240673886883273 0.0481772924361651 0.0438532378307265 0.0436109899694723 0 0.0293685756240822 0 0.061642780089382 0.0303168106715174 0.0937960605654563 0.0134390538906061 0 0.040263051939337 0 0 0.880190535362949 0 0.0418497593638837 0 0.0112714156898106 0.022766078542971 0 0.0567408079891058 0 0.0174855744011191 0.0174978127734033 0.179914949296696 0.065242211710977 0.113932291666667 0.0730140186915888 0.234466588511137
"those" 0.094535829079221 0.121028026293932 0.111758411603852 0.113784520564182 0.14455840848076 0.0621203754831585 0.0630428691510227 0.0280485239464273 0.151951375559821 0.112035851472471 0.0401123144805455 0.112413682351052 0.058470983774302 0.130832969908417 0.0725373567387204 0.146842878120411 0.0303076223670253 0.0462320850670365 0 0.0937960605654563 0.174707700577879 0.120016002133618 0.040263051939337 0.060033018159988 0.0604320894394924 0.0931966449207828 0.0834115316442498 0.104624398409709 0.0935356474745375 0.135256988277728 0.0682982356289129 0.056844020009095 0.0340444847934635 0.0351308624626735 0.0874278720055954 0.139982502187227 0.0654236179260713 0.065242211710977 0.0162760416666667 0.058411214953271 0.161195779601407
"such" 0.0378143316316884 0.0450888725408766 0.0546902865295446 0.040298684366481 0.206512012115371 0.124240750966317 0.0770523956290277 0.042072785919641 0.103966730646193 0.112035851472471 0.0722021660649819 0.112413682351052 0.102324221605029 0.174443959877889 0.101552299434209 0.0881057268722467 0.166691923018639 0.184928340268146 0.181900864029104 0.133994372236366 0.201585808359092 0.186691558874517 0.134210173131123 0.135074290859973 0.105756156519112 0.0103551827689759 0.0729850901887186 0.125549278091651 0.0727499480357514 0.0225428313796213 0.0569151963574274 0.136425648021828 0.249659555152065 0.122958018619357 0.122399020807834 0.192475940507437 0.130847235852143 0.0815527646387213 0.1953125 0.0438084112149533 0.146541617819461
"through" 0.0638116846284742 0.0783122523078384 0.0713351563428843 0.0734858361977006 0.0826048048461486 0.082827167310878 0.0630428691510227 0.0490849169062478 0.0879718490083173 0.160051216389245 0.0722021660649819 0.112413682351052 0.087706475661453 0.101758976595435 0.0725373567387204 0.0734214390602056 0.045461433550538 0.0462320850670365 0.0909504320145521 0.0267988744472732 0.255342023921516 0.173356447526337 0.0536840692524493 0.180099054479964 0.120864178878985 0.082841462151807 0.104264414555312 0.146474157773593 0.0831427977551445 0.16907123534716 0.0455321570859419 0.11368804001819 0.0680889695869269 0.158088881082031 0.104913446406714 0.10498687664042 0.14720314033366 0.195726635132931 0.113932291666667 0.0876168224299065 0.131887456037515
"every" 0.113442994895065 0.0806853508626213 0.0856021876114612 0.113784520564182 0.0206512012115371 0.0207067918277195 0.0490333426730176 0.0140242619732137 0.103966730646193 0.120038412291933 0.0722021660649819 0.0963545848723302 0.0730887297178775 0.203517953190871 0.130567242129697 0.0734214390602056 0.0909228671010759 0.0770534751117275 0.0757920266787934 0.107195497789093 0.0806343233436366 0.053340445392719 0.0268420346262247 0.060033018159988 0.0453240670796193 0.082841462151807 0.0834115316442498 0.125549278091651 0.103928497193931 0.0901713255184851 0.284575981787137 0.181900864029104 0.10213345438039 0.0175654312313367 0.104913446406714 0.0874890638670166 0.0490677134445535 0.146794976349698 0.0651041666666667 0.0876168224299065 0.0732708089097304
"united" 0.0236339572698053 0.0142385913286979 0.0332897396266793 0.00948204338034847 0.364837888070489 0.614301490889012 0.553376295881199 0.532921954982119 0.0479846449136276 0.0800256081946223 0.112314480545527 0.0562068411755259 0.116941967548604 0.0145369966564908 0.0870448280864645 0.0734214390602056 0 0.0154106950223455 0 0 0 0 0.040263051939337 0.015008254539997 0.0151080223598731 0.0517759138448794 0.0208528829110625 0.0313873195229127 0.0103928497193931 0 0 0.034106412005457 0 0.122958018619357 0.0349711488022382 0.139982502187227 0 0.0163105529277443 0.0162760416666667 0 0.0293083235638921
"me" 0.0283607487237663 0.0237309855478298 0.0237783854476281 0.0355576626763067 0 0 0 0.0350606549330341 0.207933461292386 0.0240076824583867 0.0722021660649819 0.0562068411755259 0 0.0145369966564908 0.0145074713477441 0.0440528634361234 0.0151538111835127 0 0.0151584053357587 0.522578051721828 0.335976347265153 0.320042672356314 0.509998657898269 0 0 0 0.0208528829110625 0.0209248796819418 0.0831427977551445 0.293056807935077 0.375640295959021 0.397908140063665 0.261007716749887 0.175654312313367 0.0699422976044763 0.297462817147856 0.0817795224075891 0.0326211058554885 0.048828125 0.335864485981308 0.0586166471277843
"before" 0.0425411230856495 0.0427157739860936 0.0546902865295446 0.0497807277468294 0.0894885385833276 0.0552181115405853 0.0560381059120202 0.0701213098660683 0.0719769673704415 0.0480153649167734 0.112314480545527 0.0722659386542476 0.102324221605029 0.0872219799389446 0.101552299434209 0.0881057268722467 0.212153356569177 0.123285560178764 0.106108837350311 0.0937960605654563 0.201585808359092 0.226696892919056 0.241578311636022 0.045024763619991 0.166188245958604 0.0207103655379517 0.0625586487331874 0.0523121992048546 0.124714196632717 0.16907123534716 0.147979510529311 0.284220100045475 0.124829777576033 0.122958018619357 0.104913446406714 0.10498687664042 0.098135426889107 0.0815527646387213 0.09765625 0.13142523364486 0.0732708089097304
"m" 0.22688598979013 0.149505208951328 0.0903578647009868 0.146971672395401 0.0137674674743581 0.0207067918277195 0.0350238161950126 0.084145571839282 0.103966730646193 0.0640204865556978 0.104292017649418 0.0240886462180825 0.438532378307265 0.101758976595435 0 0 0.0151538111835127 0.0770534751117275 0.0757920266787934 0.0267988744472732 0 0 0 0 0 0.134617375996686 0.0625586487331874 0.0523121992048546 0.0311785491581792 0.0112714156898106 0 0 0.0113481615978212 0.0526962936940102 0.0174855744011191 0.332458442694663 0 0 0 0 0.0293083235638921
"could" 0.0236339572698053 0.0166116898834809 0.0618238021638331 0.0237051084508712 0.0275349349487162 0.041413583655439 0.0210142897170076 0.0350606549330341 0.0559820857325656 0.00800256081946223 0.0320898515844364 0.0883250361329693 0.087706475661453 0.0290739933129815 0.0580298853909764 0.0293685756240822 0.0303076223670253 0.0154106950223455 0.0151584053357587 0.294787618920005 0.134390538906061 0.320042672356314 0.214736277009797 0.015008254539997 0 0.0414207310759035 0.0521322072776561 0.0941619585687382 0.114321346913324 0.383228133453562 0.273192942515652 0.386539336061846 0.442578302315025 0.0351308624626735 0.0874278720055954 0.10498687664042 0.14720314033366 0.065242211710977 0.0813802083333333 0.219042056074766 0.205158264947245
"your" 0.049631310266591 0.0688198580887064 0.038045416716205 0.0379281735213939 0.0344186686858952 0 0.00700476323900252 0.0140242619732137 0.151951375559821 0.0320102432778489 0.0722021660649819 0.0481772924361651 0.13155971349218 0.0726849832824538 0.0580298853909764 0.0881057268722467 0.151538111835127 0.13869625520111 0.166742458693345 0.428781991156371 0.147829592796667 0.240032004267236 0.416051536706482 0.195107309019961 0 0 0.0521322072776561 0.0941619585687382 0.0935356474745375 0.135256988277728 0.170745589072282 0.125056844020009 0.29505220154335 0.0351308624626735 0.0874278720055954 0.0874890638670166 0 0.0489316587832328 0.0162760416666667 0.175233644859813 0.0439624853458382
"present" 0.120533182076007 0.0996701393008852 0.0998692188800381 0.12326656394453 0.185860810903834 0.165654334621756 0.105071448585038 0.0911577028258888 0.143953934740883 0.0160051216389245 0.0802246289610911 0.0642363899148868 0.058470983774302 0.0872219799389446 0 0.0146842878120411 0.0151538111835127 0.0462320850670365 0 0.0133994372236366 0.0268781077812122 0.0133351113481798 0.040263051939337 0.060033018159988 0.0151080223598731 0.0724862793828311 0.0521322072776561 0.0732370788867964 0.0831427977551445 0.0112714156898106 0 0 0.0113481615978212 0.0526962936940102 0.122399020807834 0.122484689413823 0 0.146794976349698 0.146484375 0 0.0732708089097304
"war" 0.00709018718094158 0.00237309855478298 0.114136250148615 0.0379281735213939 0.50251256281407 0.69712865819989 0.357242925189129 0.15426688170535 0.0959692898272553 0.0400128040973111 0.120336943441637 0.0481772924361651 0 0.0581479866259631 0.0580298853909764 0.0881057268722467 0 0 0 0.0133994372236366 0 0 0 0 0 0.0103551827689759 0.0417057658221249 0.0209248796819418 0 0 0.0455321570859419 0 0 0.122958018619357 0.0874278720055954 0.0349956255468067 0 0.0489316587832328 0.0162760416666667 0.0146028037383178 0.0293083235638921
"any" 0.0425411230856495 0.0593274638695745 0.0594459636190703 0.0426691952115681 0.0963722723205066 0.117338487023744 0.014009526478005 0.0771334408526751 0.103966730646193 0.0480153649167734 0.0641797031688729 0.0562068411755259 0.146177459435755 0.18898095653438 0.130567242129697 0.146842878120411 0.181845734202152 0.154106950223455 0.22737608003638 0.147393809460003 0.161268646687273 0.0666755567408988 0.040263051939337 0.120066036319976 0.0151080223598731 0.0621310966138552 0.0417057658221249 0.104624398409709 0.145499896071503 0.18034265103697 0.0569151963574274 0.170532060027285 0.10213345438039 0.0702617249253469 0.0699422976044763 0.122484689413823 0.0654236179260713 0.0815527646387213 0.0325520833333333 0.0876168224299065 0.0439624853458382
"make" 0.04490451881263 0.0569543653147915 0.0665794792533587 0.0711153253526135 0.0688373373717905 0.0345113197128658 0.0560381059120202 0.042072785919641 0.0959692898272553 0.0480153649167734 0.0561572402727637 0.0562068411755259 0.087706475661453 0.116295973251926 0.0580298853909764 0.176211453744493 0.196999545385664 0.231160425335183 0.166742458693345 0.187592121130913 0.174707700577879 0.226696892919056 0.120789155818011 0.090049527239982 0.135972201238858 0.0517759138448794 0.0312793243665937 0.0523121992048546 0.0103928497193931 0.101442741208296 0.147979510529311 0.125056844020009 0.181570585565138 0.0526962936940102 0.0874278720055954 0.10498687664042 0.0163559044815178 0.0489316587832328 0.0813802083333333 0.0876168224299065 0.0879249706916764
"us" 0.0401777273586689 0.0261040841026128 0.121269765782903 0.0687448145075264 0 0 0.0280190529560101 0.0210363929598205 0.0719769673704415 0.0240076824583867 0.0320898515844364 0.0562068411755259 0.087706475661453 0.247128943160343 0.0870448280864645 0.117474302496329 0.0303076223670253 0 0 0.0803966233418196 0.107512431124849 0.0800106680890785 0.120789155818011 0.090049527239982 0.0302160447197462 0.082841462151807 0.104264414555312 0.0732370788867964 0.13510704635211 0.0676284941388638 0.307342060330108 0.261482492041837 0.170222423967317 0.0526962936940102 0.104913446406714 0.0874890638670166 0.163559044815178 0.277279399771652 0.1953125 0.0876168224299065 0.161195779601407
"meeting" 0.259973529967858 0.137639716177413 0.166448698133397 0.182529335071708 0.00688373373717905 0.0138045278851463 0.0350238161950126 0.0280485239464273 0.0719769673704415 0 0.0641797031688729 0.0401477436968042 0.116941967548604 0 0.0290149426954882 0 0 0.0154106950223455 0 0.0803966233418196 0.0134390538906061 0.0133351113481798 0.0134210173131123 0 0 0.0310655483069276 0.0104264414555312 0.0209248796819418 0 0 0.0113830392714855 0.034106412005457 0 0 0 0.0699912510936133 0.0163559044815178 0.0163105529277443 0.0325520833333333 0.058411214953271 0.0146541617819461
"while" 0.0354509359047079 0.0427157739860936 0.049934609440019 0.061633281972265 0.158325875955118 0.0897294312534511 0.0770523956290277 0.0350606549330341 0.0959692898272553 0.160051216389245 0.136381869233855 0.0562068411755259 0.13155971349218 0.101758976595435 0.101552299434209 0.0587371512481645 0.0909228671010759 0.0462320850670365 0.106108837350311 0.147393809460003 0.120951485015455 0.0666755567408988 0.0671050865655617 0.105057781779979 0.0755401117993655 0.0931966449207828 0.0834115316442498 0.125549278091651 0.103928497193931 0.101442741208296 0.147979510529311 0.125056844020009 0.113481615978212 0.0878271561566836 0.0524567232033572 0.122484689413823 0.0327118089630357 0.0815527646387213 0.048828125 0.102219626168224 0.0732708089097304
"old" 0.0401777273586689 0.0593274638695745 0.126025442872429 0.061633281972265 0.0275349349487162 0.0138045278851463 0.0280190529560101 0.0771334408526751 0.119961612284069 0.112035851472471 0.0802246289610911 0.0963545848723302 0.029235491887151 0.0726849832824538 0.0290149426954882 0.176211453744493 0.212153356569177 0.0770534751117275 0.212217674700622 0.200991558354549 0.282220131702728 0.0933457794372583 0.120789155818011 0.060033018159988 0.0151080223598731 0.12426219322771 0.0521322072776561 0.0313873195229127 0.114321346913324 0.0225428313796213 0.136596471257826 0.045475216007276 0.0453926463912846 0.0526962936940102 0.139884595208953 0.0699912510936133 0.0327118089630357 0.11417387049421 0.0325520833333333 0.0292056074766355 0.0439624853458382
"way" 0.0401777273586689 0.0379695768765277 0.0428010938057306 0.0663743036624393 0.0413024024230743 0.0621203754831585 0.0490333426730176 0.0280485239464273 0.0879718490083173 0.0960307298335467 0.0802246289610911 0.128472779829774 0.0146177459435755 0.101758976595435 0.0290149426954882 0.102790014684288 0.136384300651614 0.246571120357528 0.212217674700622 0.133994372236366 0.0940733772342427 0.186691558874517 0.17447322507046 0.060033018159988 0.0151080223598731 0.0621310966138552 0.0625586487331874 0.125549278091651 0.0415713988775722 0.247971145175834 0.147979510529311 0.102319236016371 0.124829777576033 0 0.0874278720055954 0.0874890638670166 0.163559044815178 0.0815527646387213 0.09765625 0.0876168224299065 0.117233294255569
"must" 0.0283607487237663 0.0355964783217447 0.0594459636190703 0.021334597605784 0.0481861361602533 0.041413583655439 0.0980666853460353 0.0210363929598205 0.0319897632757518 0.00800256081946223 0.0481347773766546 0.0160590974787217 0.0730887297178775 0.0726849832824538 0.0725373567387204 0.117474302496329 0.196999545385664 0.061642780089382 0.106108837350311 0.174192683907276 0.0940733772342427 0.0933457794372583 0.17447322507046 0.015008254539997 0.0755401117993655 0.0310655483069276 0.093837973099781 0.0836995187277673 0.0207856994387861 0.338142470694319 0.284575981787137 0.295588904047294 0.19291874716296 0.0878271561566836 0.0349711488022382 0.05249343832021 0.0654236179260713 0.0163105529277443 0.0651041666666667 0.321261682242991 0.307737397420868
"lake" 0.113442994895065 0.0925508436365362 0.0784686719771727 0.116155031409269 0.165209609692297 0.103533959138597 0.161109554497058 0.182315405651778 0.0719769673704415 0.0560179257362356 0.0802246289610911 0.0722659386542476 0.058470983774302 0.0290739933129815 0.0435224140432323 0.0146842878120411 0 0.061642780089382 0.045475216007276 0.0133994372236366 0 0 0 0.030016509079994 0 0.0724862793828311 0.0417057658221249 0.0732370788867964 0.197464144668468 0 0 0.011368804001819 0 0.0526962936940102 0.0349711488022382 0.0349956255468067 0.14720314033366 0.0326211058554885 0.0325520833333333 0 0.0879249706916764
"conference" 0.17961807525052 0.125774223403498 0.140292474141006 0.201493421832405 0.0344186686858952 0.00690226394257316 0.0490333426730176 0.126218357758923 0.0399872040946897 0.0320102432778489 0.0240673886883273 0.0240886462180825 0.116941967548604 0.0581479866259631 0.0145074713477441 0.0146842878120411 0.0151538111835127 0 0 0 0 0 0 0 0 0.0103551827689759 0.0521322072776561 0.0523121992048546 0.0207856994387861 0 0 0 0 0.0526962936940102 0 0 0 0 0 0.0292056074766355 0.322391559202814
"woman" 0.0330875401777274 0.0640736609791405 0.049934609440019 0.0284461301410454 0.0550698698974324 0.0552181115405853 0.133090501541048 0.140242619732137 0.167946257197697 0.320102432778489 0.200561572402728 0.0883250361329693 0.0438532378307265 0.0290739933129815 0.0290149426954882 0.0146842878120411 0.0606152447340506 0.030821390044691 0.0151584053357587 0.133994372236366 0.120951485015455 0.0266702226963595 0.0536840692524493 0 0.0151080223598731 0.0103551827689759 0.0729850901887186 0.0313873195229127 0.0207856994387861 0.0450856627592426 0.22766078542971 0.0682128240109141 0.0794371311847481 0.210785174776041 0 0.05249343832021 0.179914949296696 0.0815527646387213 0.0325520833333333 0.175233644859813 0.175849941383353
"place" 0.04490451881263 0.0403426754313107 0.0737129948876471 0.0284461301410454 0.0413024024230743 0.0276090557702927 0.0210142897170076 0.042072785919641 0.0479846449136276 0.0560179257362356 0.0561572402727637 0.0802954873936085 0.058470983774302 0.174443959877889 0.261134484259394 0.146842878120411 0.242460978936202 0.184928340268146 0.333484917386691 0.0133994372236366 0.0806343233436366 0.120016002133618 0.0134210173131123 0.210115563559958 0.105756156519112 0.0621310966138552 0.125117297466375 0.0418497593638837 0.0519642485969653 0.0676284941388638 0.0341491178144565 0.056844020009095 0.10213345438039 0.0526962936940102 0.349711488022382 0.05249343832021 0.130847235852143 0.11417387049421 0.113932291666667 0.058411214953271 0.102579132473623
"how" 0.0378143316316884 0.0284771826573958 0.0523124479847818 0.061633281972265 0.0344186686858952 0.0138045278851463 0.0350238161950126 0.0140242619732137 0.111964171465131 0.0240076824583867 0.0481347773766546 0.0883250361329693 0.160795205379331 0.0145369966564908 0.0290149426954882 0.0881057268722467 0.106076678284589 0.0462320850670365 0.0909504320145521 0.334985930590915 0.161268646687273 0.173356447526337 0.22815729432291 0.060033018159988 0.0755401117993655 0 0.0208528829110625 0.0732370788867964 0.0831427977551445 0.18034265103697 0.250426863972681 0.216007276034561 0.158874262369496 0.0878271561566836 0.0174855744011191 0.0874890638670166 0.0327118089630357 0.0489316587832328 0.0325520833333333 0.292056074766355 0.0879249706916764
"just" 0.0354509359047079 0.0355964783217447 0.0332897396266793 0.0545217494370037 0.0137674674743581 0.0207067918277195 0.0350238161950126 0.0701213098660683 0.0639795265515035 0.0560179257362356 0.104292017649418 0.0642363899148868 0.029235491887151 0.0581479866259631 0.101552299434209 0.0440528634361234 0.0757690559175633 0.123285560178764 0.166742458693345 0.361784805038188 0.120951485015455 0.253367115615415 0.214736277009797 0.045024763619991 0.0453240670796193 0.0103551827689759 0.0729850901887186 0.0523121992048546 0.0519642485969653 0.191614066726781 0.204894706886739 0.204638472032742 0.283704039945529 0.0351308624626735 0.0349711488022382 0.0699912510936133 0.0817795224075891 0.0326211058554885 0.09765625 0.0876168224299065 0.0732708089097304
"said" 0.0141803743618832 0.0450888725408766 0.0594459636190703 0.0237051084508712 0.0413024024230743 0.0897294312534511 0.0630428691510227 0.0560970478928546 0.167946257197697 0.0480153649167734 0.168471720818291 0.0481772924361651 0 0.0145369966564908 0 0 0.0303076223670253 0.0154106950223455 0 0.281388181696369 0.134390538906061 0.226696892919056 0.335525432827808 0.030016509079994 0.0151080223598731 0.0310655483069276 0.0834115316442498 0.0418497593638837 0.114321346913324 0.101442741208296 0.102447353443369 0.045475216007276 0.136177939173854 0.175654312313367 0.0699422976044763 0.192475940507437 0.212626758259732 0.065242211710977 0.179036458333333 0.219042056074766 0.131887456037515
"men" 0.0330875401777274 0.0261040841026128 0.0546902865295446 0.0284461301410454 0.206512012115371 0.165654334621756 0.210142897170076 0.147254750718743 0.103966730646193 0.07202304737516 0.0401123144805455 0.128472779829774 0.0146177459435755 0.0436109899694723 0.0290149426954882 0 0 0 0 0.066997186118183 0.0403171616718183 0.053340445392719 0.080526103878674 0.090049527239982 0.0151080223598731 0.0517759138448794 0.0417057658221249 0.251098556183302 0.0935356474745375 0.0112714156898106 0.0455321570859419 0.102319236016371 0.0794371311847481 0.175654312313367 0.0874278720055954 0.20997375328084 0.098135426889107 0.0815527646387213 0.09765625 0.0730140186915888 0.146541617819461
"c" 0.0992626205331821 0.0925508436365362 0.159315182499108 0.0545217494370037 0.158325875955118 0.0138045278851463 0.0630428691510227 0.168291143678564 0.0479846449136276 0.0240076824583867 0.0481347773766546 0.0802954873936085 0.13155971349218 0.101758976595435 0.0145074713477441 0.234948604992658 0 0.154106950223455 0.0606336213430347 0.0401983116709098 0.0403171616718183 0.0400053340445393 0.0536840692524493 0.015008254539997 0 0.248524386455421 0.0521322072776561 0.0313873195229127 0.0415713988775722 0 0 0 0.0113481615978212 0.0175654312313367 0 0.0349956255468067 0 0 0.0162760416666667 0 0.0146541617819461
"family" 0.0330875401777274 0.0878046465269703 0.0760908334324099 0.111414009719094 0.00688373373717905 0.00690226394257316 0.00700476323900252 0.00701213098660683 0.151951375559821 0.0480153649167734 0.0722021660649819 0.0963545848723302 0.087706475661453 0.130832969908417 0.130567242129697 0.0587371512481645 0.0303076223670253 0.092464170134073 0.0151584053357587 0.0267988744472732 0.188146754468485 0.0666755567408988 0.080526103878674 0 0 0.113907010458735 0.093837973099781 0.0104624398409709 0.166285595510289 0.0450856627592426 0.0341491178144565 0.022737608003638 0.0226963231956423 0.193219743544704 0.0874278720055954 0.15748031496063 0.163559044815178 0.0326211058554885 0.0651041666666667 0.0876168224299065 0.219812426729191
"water" 0.0094535829079221 0.0166116898834809 0.0166448698133397 0.0189640867606969 0.0413024024230743 0.00690226394257316 0 0 0 0.00800256081946223 0.0240673886883273 0.0240886462180825 0.0438532378307265 0.218054949847362 0.188597127520673 0.616740088105727 0.469768146688892 0.61642780089382 0.742761861452175 0 0.0403171616718183 0.0133351113481798 0.0268420346262247 0.630346690679874 0.558996827315304 0.0207103655379517 0.0625586487331874 0.0209248796819418 0.0103928497193931 0.0112714156898106 0.0796812749003984 0.011368804001819 0.0113481615978212 0.0175654312313367 0 0 0 0.065242211710977 0 0.102219626168224 0
"under" 0.0968992248062016 0.0878046465269703 0.0974913803352752 0.080597368732962 0.158325875955118 0.13114301490889 0.119080975063043 0.0701213098660683 0.0319897632757518 0.0560179257362356 0.0561572402727637 0.0883250361329693 0.102324221605029 0.0436109899694723 0.0580298853909764 0.0587371512481645 0.0303076223670253 0.0770534751117275 0.045475216007276 0 0.0537562155624244 0.0266702226963595 0.0134210173131123 0 0.0453240670796193 0.0517759138448794 0.0521322072776561 0.0209248796819418 0.145499896071503 0 0.0341491178144565 0.056844020009095 0.0113481615978212 0.0702617249253469 0.0174855744011191 0.0174978127734033 0.0327118089630357 0.065242211710977 0.0325520833333333 0.0438084112149533 0.117233294255569
"meetings" 0.184344866704481 0.140012814732196 0.178337890857211 0.215716486902928 0 0 0.0210142897170076 0.0140242619732137 0.0159948816378759 0 0.0401123144805455 0.0160590974787217 0.0146177459435755 0.0581479866259631 0 0 0 0.030821390044691 0 0.0267988744472732 0 0 0 0 0 0.0310655483069276 0.0208528829110625 0.0209248796819418 0 0 0.022766078542971 0.011368804001819 0 0 0 0 0.0163559044815178 0 0 0 0.0439624853458382
"number" 0.0992626205331821 0.132893519067847 0.0832243490666984 0.080597368732962 0.0688373373717905 0.0966316951960243 0.119080975063043 0.161279012691957 0.0719769673704415 0.00800256081946223 0.0481347773766546 0.0722659386542476 0.0146177459435755 0.0290739933129815 0.0435224140432323 0.0293685756240822 0.0303076223670253 0.231160425335183 0.0303168106715174 0.0133994372236366 0.0403171616718183 0 0 0.015008254539997 0 0.0621310966138552 0.114690856010844 0.0209248796819418 0.0103928497193931 0 0 0.011368804001819 0.0113481615978212 0.10539258738802 0.0349711488022382 0.0874890638670166 0 0.065242211710977 0.130208333333333 0 0.0146541617819461
"teachers" 0.170164492342598 0.201713377156553 0.087980026156224 0.206234443522579 0.00688373373717905 0.0138045278851463 0.0420285794340151 0.0350606549330341 0 0 0 0.0240886462180825 0.116941967548604 0.0290739933129815 0 0.0293685756240822 0 0.061642780089382 0 0 0 0 0.0134210173131123 0.015008254539997 0 0 0.0104264414555312 0.0209248796819418 0.0103928497193931 0 0 0.011368804001819 0 0.0351308624626735 0.0174855744011191 0.05249343832021 0.0163559044815178 0.0326211058554885 0 0 0.0586166471277843
"three" 0.13707695216487 0.0498350696504426 0.0713351563428843 0.118525542254356 0.0481861361602533 0.041413583655439 0.0560381059120202 0.042072785919641 0.0319897632757518 0.0320102432778489 0.0962695547533093 0.0963545848723302 0.058470983774302 0.116295973251926 0.0725373567387204 0.0734214390602056 0.0303076223670253 0.0770534751117275 0.0303168106715174 0.0133994372236366 0.0671952694530305 0.0400053340445393 0.040263051939337 0.015008254539997 0.0302160447197462 0.0621310966138552 0.114690856010844 0.0418497593638837 0.103928497193931 0.0225428313796213 0.0682982356289129 0.0795816280127331 0.0340444847934635 0.0175654312313367 0.0524567232033572 0.05249343832021 0.0163559044815178 0.0326211058554885 0.0651041666666667 0.058411214953271 0.0439624853458382
"wards" 0.184344866704481 0.218325067040034 0.107002734514326 0.222828019438189 0.0344186686858952 0.00690226394257316 0.014009526478005 0.0210363929598205 0 0 0 0.0240886462180825 0 0 0 0 0 0.030821390044691 0 0 0 0 0 0 0 0 0.0208528829110625 0 0.0311785491581792 0 0 0 0 0 0 0.0349956255468067 0 0 0 0 0.0146541617819461
"come" 0.0378143316316884 0.0474619710956596 0.0428010938057306 0.0521512385919166 0.0413024024230743 0.0345113197128658 0.0560381059120202 0.0280485239464273 0.0479846449136276 0.0400128040973111 0.0561572402727637 0.104384133611691 0.0438532378307265 0.0581479866259631 0.0290149426954882 0.0734214390602056 0.0303076223670253 0.061642780089382 0.045475216007276 0.147393809460003 0.0940733772342427 0.173356447526337 0.429472554019595 0.060033018159988 0.0755401117993655 0.0207103655379517 0.0312793243665937 0.0313873195229127 0.0311785491581792 0.18034265103697 0.0910643141718839 0.0909504320145521 0.136177939173854 0.0702617249253469 0.0699422976044763 0.15748031496063 0.0163559044815178 0.0326211058554885 0.0651041666666667 0.306658878504673 0.0586166471277843
"following" 0.146530535072793 0.166116898834809 0.109380573059089 0.13986013986014 0.0206512012115371 0.0138045278851463 0.0490333426730176 0.00701213098660683 0.0559820857325656 0 0 0.0481772924361651 0.0146177459435755 0.0872219799389446 0.0580298853909764 0.0293685756240822 0.0151538111835127 0.0154106950223455 0.0606336213430347 0 0.0671952694530305 0.0133351113481798 0 0.030016509079994 0.0302160447197462 0.0103551827689759 0.0729850901887186 0.0523121992048546 0.0623570983163583 0 0.0113830392714855 0.011368804001819 0.0113481615978212 0.0351308624626735 0.0174855744011191 0.0174978127734033 0.0163559044815178 0.0489316587832328 0.0325520833333333 0 0.0439624853458382
"b" 0.0756286632633768 0.177982391608724 0.0998692188800381 0.109043498874007 0 0.00690226394257316 0.0350238161950126 0.0701213098660683 0.0879718490083173 0.0880281690140845 0.120336943441637 0.0562068411755259 0.0146177459435755 0.0290739933129815 0.0290149426954882 0 0 0.215749730312837 0.0757920266787934 0 0 0.0133351113481798 0 0 0 0.3003003003003 0.0521322072776561 0.0418497593638837 0.0103928497193931 0 0 0.011368804001819 0 0.0526962936940102 0.0174855744011191 0 0.0163559044815178 0 0 0 0.0146541617819461
"upon" 0.0519947059935716 0.0498350696504426 0.0713351563428843 0.0687448145075264 0.0826048048461486 0.0552181115405853 0.0420285794340151 0.0350606549330341 0.0799744081893794 0.0480153649167734 0.0240673886883273 0.112413682351052 0.029235491887151 0.101758976595435 0.116059770781953 0.102790014684288 0.0909228671010759 0.061642780089382 0.0151584053357587 0.0803966233418196 0.0806343233436366 0.0266702226963595 0.0268420346262247 0.015008254539997 0 0.082841462151807 0.177249504744031 0.198786356978447 0.145499896071503 0 0.0113830392714855 0 0.0113481615978212 0.10539258738802 0.0699422976044763 0.05249343832021 0.0490677134445535 0.244658293916164 0.0651041666666667 0.102219626168224 0.0732708089097304
